372;триста семьдесят два
373;триста семьдесят три
374;триста семьдесят четыре
375;триста семьдесят пять
376;триста семьдесят шесть
377;триста семьдесят семь
378;триста семьдесят восемь
379;триста семьдесят девять
380;триста восемьдесят
381;триста восемьдесят один
382;триста восемьдесят два
383;триста восемьдесят три
384;триста восемьдесят четыре
385;триста восемьдесят пять
386;триста восемьдесят шесть
387;триста восемьдесят семь
388;триста восемьдесят восемь
389;триста восемьдесят девять
390;триста девяносто
391;триста девяносто один
392;триста девяносто два
393;триста девяносто три
394;триста девяносто четыре
395;триста девяносто пять
396;триста девяносто шесть
397;триста девяносто семь
398;триста девяносто восемь
399;триста девяносто девять
400;четыреста
